Birthplace ID,Birthplace,Country Code,CIP2 ID,CIP2,Year,Total Population,Total Population RCA
116,"Greece","GRC","30","Interdisciplinary Studies",2022,277,0.945457410511522
116,"Greece","GRC","30","Interdisciplinary Studies",2023,231,0.8141411168138966
117,"Hungary","HUN","30","Interdisciplinary Studies",2014,224,1.5119995382972242
117,"Hungary","HUN","30","Interdisciplinary Studies",2015,270,1.8234686605290362
117,"Hungary","HUN","30","Interdisciplinary Studies",2016,293,2.059776915408601
117,"Hungary","HUN","30","Interdisciplinary Studies",2017,361,2.478281899934248
117,"Hungary","HUN","30","Interdisciplinary Studies",2018,368,2.488302447467584
117,"Hungary","HUN","30","Interdisciplinary Studies",2019,389,2.6011754407904655
117,"Hungary","HUN","30","Interdisciplinary Studies",2020,350,2.2691139322885068
117,"Hungary","HUN","30","Interdisciplinary Studies",2021,269,1.6165197999471252
117,"Hungary","HUN","30","Interdisciplinary Studies",2022,161,0.9503136466501708
117,"Hungary","HUN","30","Interdisciplinary Studies",2023,149,0.8850504957958021
118,"Iceland","ISL","30","Interdisciplinary Studies",2022,56,3.2193885916181224
118,"Iceland","ISL","30","Interdisciplinary Studies",2023,75,3.989520583432835
119,"Ireland","IRL","30","Interdisciplinary Studies",2014,230,0.6944020190936668
119,"Ireland","IRL","30","Interdisciplinary Studies",2015,212,0.6154570694920455
119,"Ireland","IRL","30","Interdisciplinary Studies",2016,280,0.8122848328591188
119,"Ireland","IRL","30","Interdisciplinary Studies",2017,370,1.101025058321415
119,"Ireland","IRL","30","Interdisciplinary Studies",2018,391,1.1159824957313942
119,"Ireland","IRL","30","Interdisciplinary Studies",2019,533,1.5467797762863973
119,"Ireland","IRL","30","Interdisciplinary Studies",2020,633,1.7586075315171992
119,"Ireland","IRL","30","Interdisciplinary Studies",2021,705,1.830381480171219
119,"Ireland","IRL","30","Interdisciplinary Studies",2022,754,1.947137437104054
119,"Ireland","IRL","30","Interdisciplinary Studies",2023,659,1.7200302811383439
120,"Italy","ITA","30","Interdisciplinary Studies",2014,697,0.9445070984484885
120,"Italy","ITA","30","Interdisciplinary Studies",2015,877,1.172290140357253
120,"Italy","ITA","30","Interdisciplinary Studies",2016,946,1.2941046136837309
120,"Italy","ITA","30","Interdisciplinary Studies",2017,1100,1.503913882353631
120,"Italy","ITA","30","Interdisciplinary Studies",2018,1083,1.4888579131434
120,"Italy","ITA","30","Interdisciplinary Studies",2019,1172,1.644550626807988
120,"Italy","ITA","30","Interdisciplinary Studies",2020,1451,1.9639737070620773
120,"Italy","ITA","30","Interdisciplinary Studies",2021,1519,1.9836340688665728
120,"Italy","ITA","30","Interdisciplinary Studies",2022,1337,1.7841112007999227
120,"Italy","ITA","30","Interdisciplinary Studies",2023,1235,1.6738786692893632
126,"Netherlands","NLD","30","Interdisciplinary Studies",2014,183,0.9346617374933227
126,"Netherlands","NLD","30","Interdisciplinary Studies",2015,257,1.2641104703467911
126,"Netherlands","NLD","30","Interdisciplinary Studies",2016,349,1.6990605477020784
126,"Netherlands","NLD","30","Interdisciplinary Studies",2017,397,1.894828768419994
126,"Netherlands","NLD","30","Interdisciplinary Studies",2018,549,2.5721145580995057
126,"Netherlands","NLD","30","Interdisciplinary Studies",2019,501,2.243386079969246
126,"Netherlands","NLD","30","Interdisciplinary Studies",2020,388,1.7479511827585787
126,"Netherlands","NLD","30","Interdisciplinary Studies",2021,399,1.6759900805515031
126,"Netherlands","NLD","30","Interdisciplinary Studies",2022,417,1.7332208244419012
126,"Netherlands","NLD","30","Interdisciplinary Studies",2023,257,1.0688314628182756
127,"Norway","NOR","30","Interdisciplinary Studies",2014,17,0.31588698953157895
127,"Norway","NOR","30","Interdisciplinary Studies",2015,33,0.5992769663676817
127,"Norway","NOR","30","Interdisciplinary Studies",2016,59,1.0958376680103787
127,"Norway","NOR","30","Interdisciplinary Studies",2017,90,1.6323999916294625
127,"Norway","NOR","30","Interdisciplinary Studies",2018,86,1.5602356359662761
127,"Norway","NOR","30","Interdisciplinary Studies",2019,104,1.8740741918866992
127,"Norway","NOR","30","Interdisciplinary Studies",2020,167,2.916320717599629
127,"Norway","NOR","30","Interdisciplinary Studies",2021,146,2.5143116822541
127,"Norway","NOR","30","Interdisciplinary Studies",2022,125,2.215542769295307
127,"Norway","NOR","30","Interdisciplinary Studies",2023,125,2.22088393908039
128,"Poland","POL","30","Interdisciplinary Studies",2014,1137,0.8720504361518795
128,"Poland","POL","30","Interdisciplinary Studies",2015,1353,1.0250991719416715
128,"Poland","POL","30","Interdisciplinary Studies",2016,1168,0.8864513803727365
128,"Poland","POL","30","Interdisciplinary Studies",2017,973,0.7310478291629483
128,"Poland","POL","30","Interdisciplinary Studies",2018,1172,0.8776326817940103
128,"Poland","POL","30","Interdisciplinary Studies",2019,1150,0.8587281160384419
128,"Poland","POL","30","Interdisciplinary Studies",2020,1173,0.833272601643652
128,"Poland","POL","30","Interdisciplinary Studies",2021,1659,1.122646602520585
128,"Poland","POL","30","Interdisciplinary Studies",2022,1805,1.2516313874816343
128,"Poland","POL","30","Interdisciplinary Studies",2023,1854,1.3043136918895775
129,"Portugal","PRT","30","Interdisciplinary Studies",2014,55,0.12326940666516129
129,"Portugal","PRT","30","Interdisciplinary Studies",2015,82,0.184703598802797
129,"Portugal","PRT","30","Interdisciplinary Studies",2016,111,0.2574763089920028
129,"Portugal","PRT","30","Interdisciplinary Studies",2017,119,0.28617041370938767
129,"Portugal","PRT","30","Interdisciplinary Studies",2018,136,0.3345345761842071
129,"Portugal","PRT","30","Interdisciplinary Studies",2019,355,0.8770501331782155
129,"Portugal","PRT","30","Interdisciplinary Studies",2020,326,0.7889045626002976
129,"Portugal","PRT","30","Interdisciplinary Studies",2021,323,0.7458551041024685
129,"Portugal","PRT","30","Interdisciplinary Studies",2022,288,0.6787936038192894
129,"Portugal","PRT","30","Interdisciplinary Studies",2023,293,0.704187976095913
132,"Romania","ROU","30","Interdisciplinary Studies",2014,646,1.3348587459489665
132,"Romania","ROU","30","Interdisciplinary Studies",2015,726,1.4162390521999966
132,"Romania","ROU","30","Interdisciplinary Studies",2016,660,1.3094923457070362
132,"Romania","ROU","30","Interdisciplinary Studies",2017,783,1.5202821653138938
132,"Romania","ROU","30","Interdisciplinary Studies",2018,905,1.681082443261542
132,"Romania","ROU","30","Interdisciplinary Studies",2019,1149,2.0351704432279565
132,"Romania","ROU","30","Interdisciplinary Studies",2020,1022,1.753634554979236
132,"Romania","ROU","30","Interdisciplinary Studies",2021,1166,1.8523392077318768
132,"Romania","ROU","30","Interdisciplinary Studies",2022,1142,1.834900304778771
132,"Romania","ROU","30","Interdisciplinary Studies",2023,1026,1.6762442905989299
134,"Spain","ESP","30","Interdisciplinary Studies",2014,641,2.4608291161680613
134,"Spain","ESP","30","Interdisciplinary Studies",2015,665,2.3602445571932797
134,"Spain","ESP","30","Interdisciplinary Studies",2016,634,2.200693320505676
134,"Spain","ESP","30","Interdisciplinary Studies",2017,668,2.1450845787770603
134,"Spain","ESP","30","Interdisciplinary Studies",2018,651,1.9950134368937573
134,"Spain","ESP","30","Interdisciplinary Studies",2019,667,1.94239247652048
134,"Spain","ESP","30","Interdisciplinary Studies",2020,651,1.7051356253815746
134,"Spain","ESP","30","Interdisciplinary Studies",2021,736,1.8036001251098894
134,"Spain","ESP","30","Interdisciplinary Studies",2022,644,1.5603091049967486
134,"Spain","ESP","30","Interdisciplinary Studies",2023,657,1.554718088282822
136,"Sweden","SWE","30","Interdisciplinary Studies",2014,136,1.0582540703742285
136,"Sweden","SWE","30","Interdisciplinary Studies",2015,140,1.0852275949032226
136,"Sweden","SWE","30","Interdisciplinary Studies",2016,162,1.24275446526049
136,"Sweden","SWE","30","Interdisciplinary Studies",2017,193,1.4860054731549273
136,"Sweden","SWE","30","Interdisciplinary Studies",2018,169,1.2321703039392946
136,"Sweden","SWE","30","Interdisciplinary Studies",2019,174,1.2832659886615456
136,"Sweden","SWE","30","Interdisciplinary Studies",2020,201,1.3701090365233461
136,"Sweden","SWE","30","Interdisciplinary Studies",2021,235,1.5668701292676015
136,"Sweden","SWE","30","Interdisciplinary Studies",2022,221,1.4789076129787286
136,"Sweden","SWE","30","Interdisciplinary Studies",2023,231,1.560312494586804
137,"Switzerland","CHE","30","Interdisciplinary Studies",2014,200,2.1316914842978836
137,"Switzerland","CHE","30","Interdisciplinary Studies",2015,99,1.026866148010474
137,"Switzerland","CHE","30","Interdisciplinary Studies",2016,91,0.9429007247894106
137,"Switzerland","CHE","30","Interdisciplinary Studies",2017,120,1.2084444836224686
137,"Switzerland","CHE","30","Interdisciplinary Studies",2018,112,1.1268172772433496
137,"Switzerland","CHE","30","Interdisciplinary Studies",2019,128,1.2505438550277235
137,"Switzerland","CHE","30","Interdisciplinary Studies",2020,117,1.0667423960679425
137,"Switzerland","CHE","30","Interdisciplinary Studies",2021,157,1.3412847406383812
137,"Switzerland","CHE","30","Interdisciplinary Studies",2022,133,1.123573018505774
137,"Switzerland","CHE","30","Interdisciplinary Studies",2023,193,1.6032599783334143
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2014,1795,2.206408963516047
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2015,2005,2.2771941661689556
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2016,2092,2.291193851494393
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2017,2186,2.298084816734588
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2018,1967,1.9691068259481779
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2019,1932,1.8660960903787307
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2020,1886,1.7316309744277316
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2021,2059,1.7828344844055948
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2022,2144,1.8624889697946554
138,"United Kingdom, not specified","GBR","30","Interdisciplinary Studies",2023,1978,1.759932427892661
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2014,158,2.1008928885778166
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2015,110,1.40730769775525
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2016,102,1.3564223087802159
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2017,102,1.3392125998029714
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2018,80,0.9923378373158389
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2019,50,0.5750188481646465
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2020,64,0.7149368037917859
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2021,102,1.0218771669953033
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2022,174,1.8399676662677242
148,"Czech Republic","CZE","30","Interdisciplinary Studies",2023,143,1.4930042617678168
149,"Slovakia","SVK","30","Interdisciplinary Studies",2014,11,0.20256392897095468
149,"Slovakia","SVK","30","Interdisciplinary Studies",2015,18,0.3101976365747036
149,"Slovakia","SVK","30","Interdisciplinary Studies",2016,36,0.6169256976260822
149,"Slovakia","SVK","30","Interdisciplinary Studies",2017,40,0.6549873863551828
149,"Slovakia","SVK","30","Interdisciplinary Studies",2018,84,1.2759649789777672
149,"Slovakia","SVK","30","Interdisciplinary Studies",2019,86,1.3651946889165358
149,"Slovakia","SVK","30","Interdisciplinary Studies",2020,68,1.164829967453141
149,"Slovakia","SVK","30","Interdisciplinary Studies",2021,80,1.266424082486383
149,"Slovakia","SVK","30","Interdisciplinary Studies",2022,82,1.2778073754817292
149,"Slovakia","SVK","30","Interdisciplinary Studies",2023,33,0.4815410999209387
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2014,256,0.5732154572841381
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2015,248,0.5620360627506623
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2016,248,0.5796274001783281
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2017,156,0.36911352893791316
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2018,133,0.30895608482913867
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2019,172,0.4073678331733787
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2020,172,0.3907997888252432
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2021,219,0.4718380271456154
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2022,257,0.5645025814452703
150,"Bosnia and Herzegovina","BIH","30","Interdisciplinary Studies",2023,276,0.6185863736788009
151,"Croatia","HRV","30","Interdisciplinary Studies",2014,114,0.9877750593025063
151,"Croatia","HRV","30","Interdisciplinary Studies",2015,153,1.3463451917403555
151,"Croatia","HRV","30","Interdisciplinary Studies",2016,117,0.9909352538055075
151,"Croatia","HRV","30","Interdisciplinary Studies",2017,199,1.6426886626756243
151,"Croatia","HRV","30","Interdisciplinary Studies",2018,145,1.222624306361415
151,"Croatia","HRV","30","Interdisciplinary Studies",2019,169,1.4645417920409547
151,"Croatia","HRV","30","Interdisciplinary Studies",2020,214,1.7343534473790452
151,"Croatia","HRV","30","Interdisciplinary Studies",2021,271,2.080756623623061
151,"Croatia","HRV","30","Interdisciplinary Studies",2022,230,1.856347570854184
151,"Croatia","HRV","30","Interdisciplinary Studies",2023,229,1.8452995122669427
152,"Macedonia","MKD","30","Interdisciplinary Studies",2014,28,0.35300477740463926
152,"Macedonia","MKD","30","Interdisciplinary Studies",2015,15,0.18277853866440727
152,"Macedonia","MKD","30","Interdisciplinary Studies",2016,14,0.17015136426620958
152,"Macedonia","MKD","30","Interdisciplinary Studies",2018,12,0.13322614833296154
152,"Macedonia","MKD","30","Interdisciplinary Studies",2019,31,0.3425604330794359
152,"Macedonia","MKD","30","Interdisciplinary Studies",2020,31,0.33060548909366116
152,"Macedonia","MKD","30","Interdisciplinary Studies",2021,30,0.2968664285832162
152,"Macedonia","MKD","30","Interdisciplinary Studies",2022,30,0.2935452845566296
152,"Macedonia","MKD","30","Interdisciplinary Studies",2023,91,0.8761993794429844
154,"Serbia","SRB","30","Interdisciplinary Studies",2014,55,0.8325591349107868
154,"Serbia","SRB","30","Interdisciplinary Studies",2015,54,0.594359315572489
154,"Serbia","SRB","30","Interdisciplinary Studies",2016,76,0.6636991097220759
154,"Serbia","SRB","30","Interdisciplinary Studies",2017,129,1.0942640601287001
154,"Serbia","SRB","30","Interdisciplinary Studies",2018,92,0.7354815070366428
154,"Serbia","SRB","30","Interdisciplinary Studies",2019,108,0.815111325630713
154,"Serbia","SRB","30","Interdisciplinary Studies",2020,120,0.8038799513502398
154,"Serbia","SRB","30","Interdisciplinary Studies",2021,102,0.6233529689086111
154,"Serbia","SRB","30","Interdisciplinary Studies",2022,48,0.2809816338073257
154,"Serbia","SRB","30","Interdisciplinary Studies",2023,151,0.8927375374062928
156,"Latvia","LVA","30","Interdisciplinary Studies",2014,97,1.9437680420601156
156,"Latvia","LVA","30","Interdisciplinary Studies",2015,56,1.108094890652969
156,"Latvia","LVA","30","Interdisciplinary Studies",2016,90,1.7501760263860644
156,"Latvia","LVA","30","Interdisciplinary Studies",2017,86,1.6218120759464558
156,"Latvia","LVA","30","Interdisciplinary Studies",2018,129,2.2970268736932162
156,"Latvia","LVA","30","Interdisciplinary Studies",2019,109,1.877929428988394
156,"Latvia","LVA","30","Interdisciplinary Studies",2020,105,1.7954698649484673
156,"Latvia","LVA","30","Interdisciplinary Studies",2021,191,2.970369978553586
156,"Latvia","LVA","30","Interdisciplinary Studies",2022,270,4.180072134488413
156,"Latvia","LVA","30","Interdisciplinary Studies",2023,205,3.3487019503510216
157,"Lithuania","LTU","30","Interdisciplinary Studies",2014,128,1.3063230856512904
157,"Lithuania","LTU","30","Interdisciplinary Studies",2015,74,0.7227767466577322
157,"Lithuania","LTU","30","Interdisciplinary Studies",2016,35,0.35371467094157066
157,"Lithuania","LTU","30","Interdisciplinary Studies",2017,46,0.4453289239251164
157,"Lithuania","LTU","30","Interdisciplinary Studies",2018,71,0.7146933866852224
157,"Lithuania","LTU","30","Interdisciplinary Studies",2019,58,0.591162927636668
157,"Lithuania","LTU","30","Interdisciplinary Studies",2020,61,0.5584762854414684
157,"Lithuania","LTU","30","Interdisciplinary Studies",2021,264,2.262496988718548
157,"Lithuania","LTU","30","Interdisciplinary Studies",2022,253,2.180076600569485
157,"Lithuania","LTU","30","Interdisciplinary Studies",2023,231,1.9406479931875942
158,"Armenia","ARM","30","Interdisciplinary Studies",2014,510,2.1837824875389393
158,"Armenia","ARM","30","Interdisciplinary Studies",2015,336,1.4296626025128065
158,"Armenia","ARM","30","Interdisciplinary Studies",2016,304,1.2981575729091308
158,"Armenia","ARM","30","Interdisciplinary Studies",2017,244,1.016622992549876
158,"Armenia","ARM","30","Interdisciplinary Studies",2018,125,0.4975116862157286
158,"Armenia","ARM","30","Interdisciplinary Studies",2019,170,0.6707043024863549
158,"Armenia","ARM","30","Interdisciplinary Studies",2020,404,1.472292229321251
158,"Armenia","ARM","30","Interdisciplinary Studies",2021,409,1.3725076887615568
158,"Armenia","ARM","30","Interdisciplinary Studies",2022,350,1.1979238498437554
158,"Armenia","ARM","30","Interdisciplinary Studies",2023,369,1.2243315939281578
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2014,22,0.44002483241919077
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2015,39,0.7447772638598155
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2016,41,0.792463468151982
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2017,76,1.3780487783367616
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2018,54,0.9377592562634679
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2019,65,1.0300296228291719
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2020,126,1.7337716167367794
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2021,168,2.06248314189669
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2022,195,2.2339063500191716
159,"Azerbaijan","AZE","30","Interdisciplinary Studies",2023,235,2.598187254009521
160,"Belarus","BLR","30","Interdisciplinary Studies",2014,328,2.0304730281159045
160,"Belarus","BLR","30","Interdisciplinary Studies",2015,291,1.7269589325122088
160,"Belarus","BLR","30","Interdisciplinary Studies",2016,250,1.4540564938911713
160,"Belarus","BLR","30","Interdisciplinary Studies",2017,201,1.074250981517789
160,"Belarus","BLR","30","Interdisciplinary Studies",2018,280,1.3449430364625123
160,"Belarus","BLR","30","Interdisciplinary Studies",2019,275,1.2819191841566198
160,"Belarus","BLR","30","Interdisciplinary Studies",2020,281,1.1737692965730413
160,"Belarus","BLR","30","Interdisciplinary Studies",2021,323,1.1992547454173992
160,"Belarus","BLR","30","Interdisciplinary Studies",2022,368,1.3412830905792106
160,"Belarus","BLR","30","Interdisciplinary Studies",2023,369,1.3522735217760018
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2014,112,2.509341662126294
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2015,154,2.9713198504395644
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2016,153,2.599206455951344
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2017,162,2.4793737033453542
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2018,241,3.6057474999585333
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2019,357,4.9456485988229
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2020,321,4.008070893848536
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2021,353,3.8607751727637036
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2022,361,3.737963962445645
161,"Georgia (country)","GEO","30","Interdisciplinary Studies",2023,251,2.2611511756905873
162,"Moldova","MDA","30","Interdisciplinary Studies",2014,156,1.329940084688276
162,"Moldova","MDA","30","Interdisciplinary Studies",2015,184,1.4672264811020692
162,"Moldova","MDA","30","Interdisciplinary Studies",2016,184,1.4451534955885035
162,"Moldova","MDA","30","Interdisciplinary Studies",2017,180,1.3558664051640412
162,"Moldova","MDA","30","Interdisciplinary Studies",2018,333,2.3067427458321847
162,"Moldova","MDA","30","Interdisciplinary Studies",2019,352,2.3302433300147167
162,"Moldova","MDA","30","Interdisciplinary Studies",2020,327,1.9837010695579722
162,"Moldova","MDA","30","Interdisciplinary Studies",2021,344,1.744771989062061
162,"Moldova","MDA","30","Interdisciplinary Studies",2022,292,1.442138794490326
162,"Moldova","MDA","30","Interdisciplinary Studies",2023,201,0.9916171591892399
163,"Russia","RUS","30","Interdisciplinary Studies",2014,1453,1.4089206401321805
163,"Russia","RUS","30","Interdisciplinary Studies",2015,1816,1.6759393032612573
163,"Russia","RUS","30","Interdisciplinary Studies",2016,2085,1.9016217766607657
