PUMA ID,PUMA,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population,Total Population MOE Appx
"79500US0101201","Tuscaloosa County (Outer)--Northport City (North & West) PUMA, AL",2014,115642.38562091504,169495.74403703384,8,153,303.142680608462
"79500US0101201","Tuscaloosa County (Outer)--Northport City (North & West) PUMA, AL",2015,120135.5411764706,298472.8572454718,6,85,226.1361529259138
"79500US0101201","Tuscaloosa County (Outer)--Northport City (North & West) PUMA, AL",2016,95289.22935779816,251605.37668758605,6,109,256.0167193592506
"79500US0101201","Tuscaloosa County (Outer)--Northport City (North & West) PUMA, AL",2020,48833.294117647056,82989.05633234014,5,119,267.49007384628965
"79500US0101201","Tuscaloosa County (Outer)--Northport City (North & West) PUMA, AL",2021,69886.95977011495,67499.26605913862,7,174,323.3317950701861
"79500US0101201","Tuscaloosa County (Outer)--Northport City (North & West) PUMA, AL",2023,113296.37554585152,101957.20565544069,8,229,370.6228510768881
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2014,83904.15333333334,129122.24868271581,10,300,423.85642637426764
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2015,66968.98412698413,91237.15151307597,10,315,434.2408801243891
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2016,65885.33724340177,85825.40688502218,12,341,451.7304465754643
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2017,50886.96078431373,130809.22127471588,10,204,349.91406091696734
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2018,50890.15714285714,129684.96359102213,11,210,355.0283121507218
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2019,63492.13218390805,161536.14756077316,9,174,323.30324480921973
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2020,61479.784810126584,170221.99669917143,8,158,308.1481754654071
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2021,79467.25,186893.96093313178,8,160,310.0973863267745
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2022,128011.0275862069,205384.03155678904,8,145,295.2742567854946
"79500US0101202","Tuscaloosa & Northport (Southeast) Cities PUMA, AL",2023,95405.27647058823,102485.10853869822,7,170,319.6459333404196
"79500US0101301","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA, AL",2014,50605.32432432433,44652.22287990258,8,148,298.1618255066673
"79500US0101301","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA, AL",2017,39806.92753623189,87627.30707013658,5,69,203.7732641319532
"79500US0101301","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA, AL",2021,125136.33908045977,282436.19685494364,5,174,323.2094093676494
"79500US0101301","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA, AL",2022,104792.91320754717,212408.64650465891,10,265,398.5902387802169
"79500US0101301","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities PUMA, AL",2023,107048.7175572519,241793.34596332323,12,262,396.318590730384
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2014,61001.685,37785.32809706901,9,200,346.42204253052023
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2015,53515.53551912568,36605.01669488793,10,183,331.4371008615173
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2016,56681.08,43724.81280564287,9,150,300.18975822471026
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2017,44835.747126436785,41652.3194416681,7,87,228.782297556415
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2018,120144.10091743119,339065.2501526436,8,109,256.02326900115725
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2019,153134.35537190083,305660.59710742754,9,121,269.725608438899
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2020,152624.79032258064,312119.7116223386,7,124,273.04228906484
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2021,113794.53435114503,166361.67808516946,9,262,396.3576793714889
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2022,115364.02554744526,173966.37989582637,10,274,405.2993843504847
"79500US0101401","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA, AL",2023,79260.69774919614,57243.65622933457,12,311,431.61026520814073
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2014,101922.89861751153,83441.38003974757,9,217,361.1538684413171
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2015,96420.28571428571,80333.29139162292,10,238,378.1708091947143
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2016,83138.48366013072,81303.91551212077,7,153,303.3862582068082
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2017,65266.556603773584,91202.72437394543,6,106,252.59515442050443
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2018,67295.42727272728,89563.12535114762,6,110,257.30935988989455
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2019,38249.43103448276,50413.89953129995,5,116,264.22688202484744
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2020,37589.961904761905,54846.720240396055,5,105,251.40205918066187
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2021,39376.69375,52851.21806190358,8,160,310.2278658340143
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2022,49440.78488372093,54654.43401468072,8,172,321.49949728889663
"79500US0101402","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA, AL",2023,43631.76875,59461.238293083894,7,160,310.10491470773366
"79500US0101403","Birmingham City PUMA, AL",2014,48066.25748502994,59975.39796551733,15,334,447.7211198736097
"79500US0101403","Birmingham City PUMA, AL",2015,47798.840220385675,51626.367656145296,15,363,466.6971909640353
"79500US0101403","Birmingham City PUMA, AL",2016,48669.21957671957,50191.94021323228,17,378,476.20889231843023
"79500US0101403","Birmingham City PUMA, AL",2017,52065.73556231003,44766.04808032032,15,329,444.42589448925975
"79500US0101403","Birmingham City PUMA, AL",2018,116296.87019230769,219499.34336028414,10,208,353.6312072133228
"79500US0101403","Birmingham City PUMA, AL",2019,93187.52671755725,196076.283704823,10,262,396.75875665316397
"79500US0101403","Birmingham City PUMA, AL",2020,86269.30901287554,205995.11189291292,11,233,374.2251168374695
"79500US0101403","Birmingham City PUMA, AL",2021,88136.2404692082,146973.9065550359,16,341,452.388793115242
"79500US0101403","Birmingham City PUMA, AL",2022,88178.78271604938,136615.99205965447,17,405,492.79297787983836
"79500US0101403","Birmingham City PUMA, AL",2023,57786.934782608696,47374.54906497548,17,414,498.2373576784032
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2014,59571.48366013072,55175.12984206522,31,765,675.9036235647491
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2015,62448.65555555555,52884.568688233536,30,810,695.3862043640278
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2016,59782.290570175435,40987.192533069705,32,912,737.4657023869088
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2017,75861.98467087466,46914.642031543386,40,1109,812.2863853883464
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2018,75025.52321083173,43950.65684686792,34,1034,784.7372546532129
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2019,94084.25916230367,65717.95296297275,28,764,675.5863114225988
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2020,122905.13665389527,102093.35615523615,30,783,683.7692139303224
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2021,119549.93349455865,107939.1002810067,31,827,702.7529801644761
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2022,113937.9475862069,125601.24479868666,26,725,658.3962349090087
"79500US0101404","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA, AL",2023,112252.50931677019,116230.63118650895,31,805,693.4130480181301
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2014,57127.98947368421,54380.17923150367,14,285,413.85671634588226
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2015,49776.650862068964,69941.37665515675,12,232,373.50808184642506
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2016,66206.07471264368,170188.1730880123,13,174,323.5670426748316
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2017,64807.59515570934,103916.19847568567,14,289,416.7592629970911
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2018,72197.75,112388.57802250404,19,364,467.5539515001546
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2019,70795.32590529248,116441.62470135035,17,359,464.3504609930728
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2020,88801.14117647058,134975.20415696374,22,425,505.07948590046635
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2021,85682.50127226464,138215.37204364798,18,393,485.79708503725266
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2022,138476.67721518988,350057.665149816,11,158,308.2269547165042
"79500US0101501","Shelby County (North)--Hoover (South), Alabaster (North) & Pelham Cities PUMA, AL",2023,70285.59523809524,58617.6400766744,11,294,420.0687116946193
"79500US0101502","Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA, AL",2022,75599.97797356828,57361.77425609165,12,227,369.1826374843
"79500US0101502","Shelby (South and East) and Chilton Counties--Alabaster (South) & Chelsea Cities PUMA, AL",2023,109421.12462006079,164468.16654719363,13,329,444.0782035655772
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2014,100049.37788018433,193172.20439851983,6,217,360.9525588115935
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2015,118299.14009661836,191287.5509035789,8,207,352.5777688912443
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2016,131328.41714285716,213673.634336149,8,175,324.28831777999494
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2017,55858.401960784315,40356.19133804541,6,102,247.73725713186658
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2018,91984.17346938775,86879.05362739663,5,98,242.84013993106012
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2019,79552.77631578948,76893.31093113123,7,152,302.2955348836918
"79500US0101600","Talladega, Randolph, Cleburne & Clay Counties PUMA, AL",2023,45505.022935779816,51110.21636284136,6,218,361.7293188546339
"79500US0101700","Autauga, Dallas, Lowndes & Perry Counties PUMA, AL",2022,48530.13286713287,48577.95722609204,8,143,293.10692400491024
"79500US0101700","Autauga, Dallas, Lowndes & Perry Counties PUMA, AL",2023,38991.26946107784,17125.199705835974,8,334,446.9711219055587
"79500US0101801","Montgomery City (West) PUMA, AL",2014,65753.80859375,98849.22211075207,17,256,392.21083236025214
"79500US0101801","Montgomery City (West) PUMA, AL",2015,70367.75,159554.20631768525,12,160,310.25159563645656
"79500US0101801","Montgomery City (West) PUMA, AL",2016,66813.0575221239,126319.09130626799,15,226,368.59410400777205
"79500US0101801","Montgomery City (West) PUMA, AL",2017,81190.47368421052,111946.47514717067,12,190,338.0331441278738
"79500US0101801","Montgomery City (West) PUMA, AL",2018,78722.66210045663,102767.40736626078,15,219,362.85383251105173
"79500US0101801","Montgomery City (West) PUMA, AL",2019,74581.36653386454,90404.23199130502,17,251,388.39449574912294
"79500US0101801","Montgomery City (West) PUMA, AL",2020,68535.31446540881,74483.41005336939,23,318,436.9796863103732
"79500US0101801","Montgomery City (West) PUMA, AL",2021,71448.53818181818,75407.73632651819,21,275,406.4612261161913
"79500US0101801","Montgomery City (West) PUMA, AL",2022,54510.6875,57232.81293694616,15,208,353.22110697251816
"79500US0101801","Montgomery City (West) PUMA, AL",2023,51064.72222222222,71562.22216430146,11,108,254.83475283529157
"79500US0101802","Montgomery City (East) & Pike Road Town (Northwest) PUMA, AL",2022,102022.87777777777,397172.1410991595,8,90,232.69170720321608
"79500US0101802","Montgomery City (East) & Pike Road Town (Northwest) PUMA, AL",2023,121291.3949044586,273704.6920927499,9,157,307.1234377890611
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2014,101150.75879396984,113845.18526571641,5,199,345.87391966221173
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2015,95453.9057591623,124360.39270733003,5,191,338.85894682056977
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2016,100241.10256410256,123951.95083017298,7,195,342.3803038848439
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2017,78929.45918367348,70872.70332126194,7,196,343.2502784018922
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2018,46213.26771653543,73860.65180492714,7,127,276.43621920473555
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2019,48204.119047619046,74592.9117972205,7,126,275.35026636398106
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2020,55914.91525423729,88036.34629897818,8,118,266.4875244777383
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2021,50298.19387755102,90223.73649031216,7,98,242.89766402500666
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2022,106845.90909090909,81577.7329215089,5,77,215.25880950986127
"79500US0101901","Elmore & Montgomery (South & Far East) Counties PUMA, AL",2023,116069.18,54799.24773513353,5,100,245.22976533306823
"79500US0102000","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA, AL",2017,60880.59756097561,111910.78703806459,5,82,222.13622633293318
"79500US0102000","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA, AL",2018,47111.542372881355,96930.3840503972,6,118,266.3693598644528
"79500US0102000","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA, AL",2019,42246.7109375,97107.10400130582,7,128,277.4008037024832
"79500US0102000","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA, AL",2020,44043.119047619046,99629.3080136802,7,126,275.22517011512406
"79500US0102000","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA, AL",2021,47251.7786259542,103367.03649870145,7,131,280.63018200593706
"79500US0102000","Tallapoosa, Chambers, Macon, Coosa & Bullock Counties PUMA, AL",2022,63464.157232704405,72674.12541782229,6,159,309.038163147605
